osm_id,name,type,lat,lon
475673631,Natoma Substation,substation,25.7469968,-80.2203046
476755079,Central District Wastewater Treatment Plant,plant,25.7484995,-80.1528142
477122392,NOAA,government,25.7334343,-80.1597743
477618730,unnamed,government,25.7034185,-80.2920187
483328876,Miami-Dade State Attorney's Office,government,25.7866502,-80.2155776
503362694,Larkin Community Hospital,hospital,25.7060157,-80.292982
503484100,Doctors Hospital,hospital,25.7243779,-80.2740057
503484152,Nicklaus Children's Hospital,hospital,25.7412351,-80.2944963
503484158,Westchester General Hospital,hospital,25.747334,-80.3177518
503485732,Sylvester Comprehensive Cancer Center,hospital,25.7885059,-80.2138059
503565123,University of Miami Hospital,hospital,25.7884714,-80.2163404
503666489,Jackson Behavioral Health Hospital,hospital,25.7907229,-80.2094878
503666490,Miami Veterans Affairs Medical Center,hospital,25.7918018,-80.2171429
503666507,Jackson Memorial Hospital,hospital,25.7917921,-80.2119924
503675517,Mercy Hospital,hospital,25.7409348,-80.214835
503677063,Coral Gables Hospital,hospital,25.7434547,-80.2551562
503770792,The Miami Medical Center,hospital,25.7790447,-80.2940221
503895931,Larkin Community Hospital Palm Springs Campus,hospital,25.8684517,-80.3117508
503998718,North Shore Medical Center,hospital,25.8597629,-80.2141557
504000941,Hialeah Hospital,hospital,25.8456769,-80.2686192
576508989,Miami Beach Community Health Center,clinic,25.8546544,-80.1321073
622464692,The Lennar Foundation Medical Center,clinic,25.7135229,-80.2800099
637378101,Coral Gables Fire Department Station 2,fire_station,25.7244114,-80.2647558
827416827,Dade County Health Department,government,25.7758226,-80.1324757
884740791,Indian Creek Village Police Station,police,25.8774736,-80.129775
903261130,New Fortress Substation,substation,25.8389249,-80.3091031
1035111262,Wynwood Energy Storage,plant,25.7989857,-80.1971289
1086827228,Jackson West Medical Center,hospital,25.7989796,-80.3231894
1118030492,unnamed,substation,25.7905725,-80.1986343
1248300677,Hialeah Water Treatment Plant,water_works,25.8282423,-80.2865629
1305687441,DaVita Dialysis,clinic,25.889839,-80.1814344
1312521603,Flagami Substation,substation,25.7665305,-80.3427217
1347873328,unnamed,substation,25.7666646,-80.1461259
1353850754,Town of Bay Harbor Islands Police Department,police,25.8855189,-80.1300343
1353850755,Town of Bay Harbor Islands Police Department Administrative Offices,police,25.8853734,-80.1300757
1353850756,Town of Bay Harbor Islands Town Hall,townhall,25.8855238,-80.1299136
1353850757,Town of Bay Harbor Islands Building & Zoning Department,government,25.8855273,-80.1298051
1353850758,Town of Bay Harbor Islands Administrative Offices,government,25.8853816,-80.1298757
1435545203,Coral Gables Development Services,government,25.748782,-80.2640039
1443107592,Baptist Rehabilitation Hospital,hospital,25.7047486,-80.2940078
1443622617,Banyan Substation,substation,25.755187,-80.2960542
1452499910,unnamed,substation,25.7974449,-80.2105982
